dest,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
34003017200,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999,922.7827199999999
34003017300,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923,266.058923
34003017400,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748,141.14748
34003017500,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561,400.4561
34003018200,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919,6593.19919
34003019102,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442,493.912442
34003019103,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779,774.15779
34003019203,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001,888.5856500000001
34003019204,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205,135.91205
34003020100,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696,494.95696
34003020200,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001,116.98982600000001
34003022100,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216,492.42216
34003022200,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204,806.142204
34003023200,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511,1371.4511
34003023301,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258,147.43258
34003023402,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252,904.91252
34003023502,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129,1212.2129
34003023601,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449,781.36449
34003024100,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652,72.874652
34003026200,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239,2777.37239
34003027000,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694,97.361694
34003028001,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129,129.33129
34003030200,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003,2840.5077300000003
34003030300,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573,1069.63573
34003030400,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939,3025.16939
34003031300,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331,1578.1331
34003032102,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999,726.2854519999999
34003032103,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217,124.29217
34003032104,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112,754.555112
34003032201,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314,264.448314
34003032202,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649,305.269649
34003035100,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699,122.65699
34003035200,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683,200.57683
34003038200,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737,2373.11737
34003039100,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485,140.628485
34003039200,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236,804.576236
34003039300,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117,227.35117
34003040001,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015,523.406015
34003042100,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998,1241.6609729999998
34003042301,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068,193.32068
34003042500,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448,437.57448
34003043001,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005,406.93576900000005
34003043002,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222,210.955222
34003044100,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489,638.330489
34003044202,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041,1254.81041
34003045100,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997,439.78382999999997
34003046300,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821,2483.3821
34003047200,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999,9371.046505999999
34003047500,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406,1037.696406
34003048200,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996,262.24692999999996
34003050000,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358,242.82358
34003051100,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558,266.63558
34003051200,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895,1372.7895
34003051300,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704,2049.489704
34003052100,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828,380.85828
34003052200,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352,2850.33352
34003054100,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005,908.24005
34003054200,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313,274.32313
34003054300,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968,1195.511968
34003054400,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003,306.29657000000003
34003054500,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999,666.6821199999999
34003054600,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002,1884.0936000000002
34003055200,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679,958.42679
34003056100,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788,1327.0788
34003056200,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999,104.77790999999999
34003058100,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871,515.61871
34003058200,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464,1162.7464
34003059100,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517,797.97517
